,,,,,,,,,Kotak Securities,,,Kotak Securities,,,Kotak Securities,,,,,,,,,,,
,,,,,,,,,Kronos Solutions,,,Kronos Solutions,,,Kronos Solutions,,,,,,,,,,,
,,,,,,,,,L&T Infotech,,,L&T Infotech,,,L&T Infotech,,,,,,,,,,,
,,,,,,,,,LG Electronics,,,LG Electronics,,,LG Electronics,,,,,,,,,,,
,,,,,,,,,LG Soft,,,LG Soft,,,LG Soft,,,,,,,,,,,
,,,,,,,,,LOREAL,,,LOREAL,,,LOREAL,,,,,,,,,,,
,,,,,,,,,LPU,,,LPU,,,LPU,,,,,,,,,,,
,,,,,,,,,LSC Infratech,,,LSC Infratech,,,LSC Infratech,,,,,,,,,,,
,,,,,,,,,LSI India R&D,,,LSI India R&D,,,LSI India R&D,,,,,,,,,,,
,,,,,,,,,Labh Group,,,Labh Group,,,Labh Group,,,,,,,,,,,
,,,,,,,,,Lafarge,,,Lafarge,,,Lafarge,,,,,,,,,,,
,,,,,,,,,Lahmeyer Group,,,Lahmeyer Group,,,Lahmeyer Group,,,,,,,,,,,
,,,,,,,,,Lakshmi Machine Works,,,Lakshmi Machine Works,,,Lakshmi Machine Works,,,,,,,,,,,
,,,,,,,,,Lanco Infratech,,,Lanco Infratech,,,Lanco Infratech,,,,,,,,,,,
,,,,,,,,,Lanco Power,,,Lanco Power,,,Lanco Power,,,,,,,,,,,
,,,,,,,,,Landis Gyr,,,Landis Gyr,,,Landis Gyr,,,,,,,,,,,
,,,,,,,,,Larsen & Toubro,,,Larsen & Toubro,,,Larsen & Toubro,,,,,,,,,,,
,,,,,,,,,Lavya Associates,,,Lavya Associates,,,Lavya Associates,,,,,,,,,,,
,,,,,,,,,Leighton Holdings Group,,,Leighton Holdings Group,,,Leighton Holdings Group,,,,,,,,,,,
,,,,,,,,,Leyland Deere,,,Leyland Deere,,,Leyland Deere,,,,,,,,,,,
,,,,,,,,,Lifestyle,,,Lifestyle,,,Lifestyle,,,,,,,,,,,
,,,,,,,,,Lionbridge Technologies,,,Lionbridge Technologies,,,Lionbridge Technologies,,,,,,,,,,,
,,,,,,,,,Lodha Group,,,Lodha Group,,,Lodha Group,,,,,,,,,,,
,,,,,,,,,Logica,,,Logica,,,Logica,,,,,,,,,,,
,,,,,,,,,Lupin,,,Lupin,,,Lupin,,,,,,,,,,,
,,,,,,,,,MAADEN,,,MAADEN,,,MAADEN,,,,,,,,,,,
,,,,,,,,,MEIL,,,MEIL,,,MEIL,,,,,,,,,,,
,,,,,,,,,MFI Group,,,MFI Group,,,MFI Group,,,,,,,,,,,
,,,,,,,,,MSCI,,,MSCI,,,MSCI,,,,,,,,,,,
,,,,,,,,,MSN Laboratories,,,MSN Laboratories,,,MSN Laboratories,,,,,,,,,,,
,,,,,,,,,MSPL,,,MSPL,,,MSPL,,,,,,,,,,,
,,,,,,,,,MTS,,,MTS,,,MTS,,,,,,,,,,,
,,,,,,,,,Macquarie Group,,,Macquarie Group,,,Macquarie Group,,,,,,,,,,,
,,,,,,,,,Maersk Group,,,Maersk Group,,,Maersk Group,,,,,,,,,,,
,,,,,,,,,Mahindra Automotive,,,Mahindra Automotive,,,Mahindra Automotive,,,,,,,,,,,
,,,,,,,,,Mahindra Engg Services,,,Mahindra Engg Services,,,Mahindra Engg Services,,,,,,,,,,,
,,,,,,,,,Mahindra Engineering Services,,,Mahindra Engineering Services,,,Mahindra Engineering Services,,,,,,,,,,,
,,,,,,,,,Mahindra Logistics,,,Mahindra Logistics,,,Mahindra Logistics,,,,,,,,,,,
,,,,,,,,,Mahindra Tractors,,,Mahindra Tractors,,,Mahindra Tractors,,,,,,,,,,,
,,,,,,,,,Maintec Technologies,,,Maintec Technologies,,,Maintec Technologies,,,,,,,,,,,
,,,,,,,,,Majestic Hotels,,,Majestic Hotels,,,Majestic Hotels,,,,,,,,,,,
,,,,,,,,,MakeMyTrip,,,MakeMyTrip,,,MakeMyTrip,,,,,,,,,,,
,,,,,,,,,Manik Travels,,,Manik Travels,,,Manik Travels,,,,,,,,,,,
,,,,,,,,,Manipal Group,,,Manipal Group,,,Manipal Group,,,,,,,,,,,
,,,,,,,,,Marico,,,Marico,,,Marico,,,,,,,,,,,
,,,,,,,,,Markit,,,Markit,,,Markit,,,,,,,,,,,
,,,,,,,,,Maruti,,,Maruti,,,Maruti,,,,,,,,,,,
,,,,,,,,,Marvell,,,Marvell,,,Marvell,,,,,,,,,,,
,,,,,,,,,Mastek,,,Mastek,,,Mastek,,,,,,,,,,,
,,,,,,,,,Master Card,,,Master Card,,,Master Card,,,,,,,,,,,
,,,,,,,,,Max Bupa,,,Max Bupa,,,Max Bupa,,,,,,,,,,,
,,,,,,,,,Max Healthcare,,,Max Healthcare,,,Max Healthcare,,,,,,,,,,,
,,,,,,,,,Max Life Insurance,,,Max Life Insurance,,,Max Life Insurance,,,,,,,,,,,
,,,,,,,,,Maxima IT Consulting,,,Maxima IT Consulting,,,Maxima IT Consulting,,,,,,,,,,,
,,,,,,,,,McAfee,,,McAfee,,,McAfee,,,,,,,,,,,
,,,,,,,,,McKinsey,,,McKinsey,,,McKinsey,,,,,,,,,,,
,,,,,,,,,McKinsey Global Services,,,McKinsey Global Services,,,McKinsey Global Services,,,,,,,,,,,
,,,,,,,,,Media.net,,,Media.net,,,Media.net,,,,,,,,,,,
,,,,,,,,,Medline Industries,,,Medline Industries,,,Medline Industries,,,,,,,,,,,
,,,,,,,,,Mercedes Benz R & D,,,Mercedes Benz R & D,,,Mercedes Benz R & D,,,,,,,,,,,
,,,,,,,,,Metenere,,,Metenere,,,Metenere,,,,,,,,,,,
,,,,,,,,,MetricStream Infotech,,,MetricStream Infotech,,,MetricStream Infotech,,,,,,,,,,,
,,,,,,,,,Metropolis Healthcare,,,Metropolis Healthcare,,,Metropolis Healthcare,,,,,,,,,,,
,,,,,,,,,Meyer Organics,,,Meyer Organics,,,Meyer Organics,,,,,,,,,,,
,,,,,,,,,Micro Labs,,,Micro Labs,,,Micro Labs,,,,,,,,,,,
,,,,,,,,,Microland,,,Microland,,,Microland,,,,,,,,,,,
,,,,,,,,,Microsemi Corp.,,,Microsemi Corp.,,,Microsemi Corp.,,,,,,,,,,,
,,,,,,,,,Microsoft India (R&D),,,Microsoft India (R&D),,,Microsoft India (R&D),,,,,,,,,,,
,,,,,,,,,Minacs,,,Minacs,,,Minacs,,,,,,,,,,,
,,,,,,,,,Minda - MMSL,,,Minda - MMSL,,,Minda - MMSL,,,,,,,,,,,
,,,,,,,,,Mindteck,,,Mindteck,,,Mindteck,,,,,,,,,,,
,,,,,,,,,Mindtree,,,Mindtree,,,Mindtree,,,,,,,,,,,
,,,,,,,,,Mirah Hospitality,,,Mirah Hospitality,,,Mirah Hospitality,,,,,,,,,,,
,,,,,,,,,Miraj Group,,,Miraj Group,,,Miraj Group,,,,,,,,,,,
,,,,,,,,,Misys,,,Misys,,,Misys,,,,,,,,,,,
,,,,,,,,,Mitsui O.S.K. Lines,,,Mitsui O.S.K. Lines,,,Mitsui O.S.K. Lines,,,,,,,,,,,
,,,,,,,,,Modern Vidya Niketan,,,Modern Vidya Niketan,,,Modern Vidya Niketan,,,,,,,,,,,
,,,,,,,,,Monnet Ispat & Energy,,,Monnet Ispat & Energy,,,Monnet Ispat & Energy,,,,,,,,,,,
,,,,,,,,,Moolchand Medcity,,,Moolchand Medcity,,,Moolchand Medcity,,,,,,,,,,,
,,,,,,,,,Morgan Stanley,,,Morgan Stanley,,,Morgan Stanley,,,,,,,,,,,
,,,,,,,,,Morningstar,,,Morningstar,,,Morningstar,,,,,,,,,,,
,,,,,,,,,Motherson Sumi Systems,,,Motherson Sumi Systems,,,Motherson Sumi Systems,,,,,,,,,,,
,,,,,,,,,Motorola Mobility,,,Motorola Mobility,,,Motorola Mobility,,,,,,,,,,,
,,,,,,,,,Mphasis,,,Mphasis,,,Mphasis,,,,,,,,,,,
,,,,,,,,,Mu Sigma,,,Mu Sigma,,,Mu Sigma,,,,,,,,,,,
,,,,,,,,,Mukand,,,Mukand,,,Mukand,,,,,,,,,,,
,,,,,,,,,Murugappa,,,Murugappa,,,Murugappa,,,,,,,,,,,
,,,,,,,,,Muthoot Finance,,,Muthoot Finance,,,Muthoot Finance,,,,,,,,,,,
,,,,,,,,,Muthoot Group,,,Muthoot Group,,,Muthoot Group,,,,,,,,,,,
,,,,,,,,,Mylan Laboratories,,,Mylan Laboratories,,,Mylan Laboratories,,,,,,,,,,,
,,,,,,,,,N.D. Enterprises,,,N.D. Enterprises,,,N.D. Enterprises,,,,,,,,,,,
,,,,,,,,,NAPC,,,NAPC,,,NAPC,,,,,,,,,,,
,,,,,,,,,NCC,,,NCC,,,NCC,,,,,,,,,,,
,,,,,,,,,NCR Corporation,,,NCR Corporation,,,NCR Corporation,,,,,,,,,,,
,,,,,,,,,NDS Group,,,NDS Group,,,NDS Group,,,,,,,,,,,
,,,,,,,,,NEC Technologies,,,NEC Technologies,,,NEC Technologies,,,,,,,,,,,
,,,,,,,,,NIIT,,,NIIT,,,NIIT,,,,,,,,,,,
,,,,,,,,,NIIT Technologies,,,NIIT Technologies,,,NIIT Technologies,,,,,,,,,,,
,,,,,,,,,NJ IndiaInvest,,,NJ IndiaInvest,,,NJ IndiaInvest,,,,,,,,,,,
,,,,,,,,,NTL Electronics,,,NTL Electronics,,,NTL Electronics,,,,,,,,,,,
,,,,,,,,,NTT DATA,,,NTT DATA,,,NTT DATA,,,,,,,,,,,
,,,,,,,,,NTT Global Delivery,,,NTT Global Delivery,,,NTT Global Delivery,,,,,,,,,,,
,,,,,,,,,Nalco,,,Nalco,,,Nalco,,,,,,,,,,,
,,,,,,,,,Naprod Life Science,,,Naprod Life Science,,,Naprod Life Science,,,,,,,,,,,
,,,,,,,,,Narayana Health,,,Narayana Health,,,Narayana Health,,,,,,,,,,,
,,,,,,,,,Naukri CS,,,Naukri CS,,,Naukri CS,,,,,,,,,,,
,,,,,,,,,Naukri.com,,,Naukri.com,,,Naukri.com,,,,,,,,,,,
,,,,,,,,,Navis,,,Navis,,,Navis,,,,,,,,,,,
,,,,,,,,,Neilsoft,,,Neilsoft,,,Neilsoft,,,,,,,,,,,
,,,,,,,,,Ness Technologies,,,Ness Technologies,,,Ness Technologies,,,,,,,,,,,
,,,,,,,,,Nestle,,,Nestle,,,Nestle,,,,,,,,,,,
,,,,,,,,,Net Solutions,,,Net Solutions,,,Net Solutions,,,,,,,,,,,
,,,,,,,,,NetApp,,,NetApp,,,NetApp,,,,,,,,,,,
,,,,,,,,,Network18 Media,,,Network18 Media,,,Network18 Media,,,,,,,,,,,
,,,,,,,,,Newgen Software,,,Newgen Software,,,Newgen Software,,,,,,,,,,,
,,,,,,,,,Newt Global,,,Newt Global,,,Newt Global,,,,,,,,,,,
,,,,,,,,,Nichepro Technologies,,,Nichepro Technologies,,,Nichepro Technologies,,,,,,,,,,,
,,,,,,,,,Nielsen,,,Nielsen,,,Nielsen,,,,,,,,,,,
,,,,,,,,,Nihilent Technologies,,,Nihilent Technologies,,,Nihilent Technologies,,,,,,,,,,,
,,,,,,,,,Nokia,,,Nokia,,,Nokia,,,,,,,,,,,
,,,,,,,,,Nokia Networks,,,Nokia Networks,,,Nokia Networks,,,,,,,,,,,
,,,,,,,,,Nokia Siemens,,,Nokia Siemens,,,Nokia Siemens,,,,,,,,,,,
,,,,,,,,,North Shore Technologies,,,North Shore Technologies,,,North Shore Technologies,,,,,,,,,,,
,,,,,,,,,Novartis Healthcare,,,Novartis Healthcare,,,Novartis Healthcare,,,,,,,,,,,
,,,,,,,,,Novell,,,Novell,,,Novell,,,,,,,,,,,
,,,,,,,,,Nucleus Software,,,Nucleus Software,,,Nucleus Software,,,,,,,,,,,
,,,,,,,,,Nvidia Corporation,,,Nvidia Corporation,,,Nvidia Corporation,,,,,,,,,,,
,,,,,,,,,O&G SKILLS,,,O&G SKILLS,,,O&G SKILLS,,,,,,,,,,,
,,,,,,,,,ONWARD,,,ONWARD,,,ONWARD,,,,,,,,,,,
,,,,,,,,,ORCC Solutions,,,ORCC Solutions,,,ORCC Solutions,,,,,,,,,,,
,,,,,,,,,Oakton GTSCI,,,Oakton GTSCI,,,Oakton GTSCI,,,,,,,,,,,
,,,,,,,,,Oberoi Realty,,,Oberoi Realty,,,Oberoi Realty,,,,,,,,,,,
,,,,,,,,,OculusIT,,,OculusIT,,,OculusIT,,,,,,,,,,,
,,,,,,,,,Ocwen Financial Corp.,,,Ocwen Financial Corp.,,,Ocwen Financial Corp.,,,,,,,,,,,
,,,,,,,,,Ola Cabs,,,Ola Cabs,,,Ola Cabs,,,,,,,,,,,
,,,,,,,,,Onicra,,,Onicra,,,Onicra,,,,,,,,,,,
,,,,,,,,,Onkar Infotech,,,Onkar Infotech,,,Onkar Infotech,,,,,,,,,,,
,,,,,,,,,Opentext Technologies,,,Opentext Technologies,,,Opentext Technologies,,,,,,,,,,,
,,,,,,,,,"Optum, a UnitedHealth Group Company",,,"Optum, a UnitedHealth Group Company",,,"Optum, a UnitedHealth Group Company",,,,,,,,,,,
,,,,,,,,,Opus Software,,,Opus Software,,,Opus Software,,,,,,,,,,,
,,,,,,,,,Oracle,,,Oracle,,,Oracle,,,,,,,,,,,
,,,,,,,,,Orchid Hotel,,,Orchid Hotel,,,Orchid Hotel,,,,,,,,,,,
,,,,,,,,,Organic Garden,,,Organic Garden,,,Organic Garden,,,,,,,,,,,
,,,,,,,,,Overseas Infrastructure,,,Overseas Infrastructure,,,Overseas Infrastructure,,,,,,,,,,,
,,,,,,,,,OYO,,,OYO,,,OYO,,,,,,,,,,,
,,,,,,,,,PACL,,,PACL,,,PACL,,,,,,,,,,,
,,,,,,,,,PAREXEL,,,PAREXEL,,,PAREXEL,,,,,,,,,,,
,,,,,,,,,PCS Technology,,,PCS Technology,,,PCS Technology,,,,,,,,,,,
,,,,,,,,,PMC Sierra,,,PMC Sierra,,,PMC Sierra,,,,,,,,,,,
,,,,,,,,,PNB MetLife,,,PNB MetLife,,,PNB MetLife,,,,,,,,,,,
,,,,,,,,,POSCO esi,,,POSCO esi,,,POSCO esi,,,,,,,,,,,
,,,,,,,,,PTC Software,,,PTC Software,,,PTC Software,,,,,,,,,,,
,,,,,,,,,PVR,,,PVR,,,PVR,,,,,,,,,,,
,,,,,,,,,Packt Publishing,,,Packt Publishing,,,Packt Publishing,,,,,,,,,,,
,,,,,,,,,Panasonic,,,Panasonic,,,Panasonic,,,,,,,,,,,
,,,,,,,,,Panoramic Universal,,,Panoramic Universal,,,Panoramic Universal,,,,,,,,,,,
,,,,,,,,,Parle,,,Parle,,,Parle,,,,,,,,,,,
,,,,,,,,,Parle Agro,,,Parle Agro,,,Parle Agro,,,,,,,,,,,
,,,,,,,,,Path Infotech,,,Path Infotech,,,Path Infotech,,,,,,,,,,,
,,,,,,,,,Patni,,,Patni,,,Patni,,,,,,,,,,,
,,,,,,,,,Paytm,,,Paytm,,,Paytm,,,,,,,,,,,
,,,,,,,,,Pegasystems Inc.,,,Pegasystems Inc.,,,Pegasystems Inc.,,,,,,,,,,,
,,,,,,,,,People Interactive,,,People Interactive,,,People Interactive,,,,,,,,,,,
,,,,,,,,,PepsiCo,,,PepsiCo,,,PepsiCo,,,,,,,,,,,
,,,,,,,,,Persistent Systems,,,Persistent Systems,,,Persistent Systems,,,,,,,,,,,
,,,,,,,,,Philips Software Centre,,,Philips Software Centre,,,Philips Software Centre,,,,,,,,,,,
,,,,,,,,,Photon Interactive,,,Photon Interactive,,,Photon Interactive,,,,,,,,,,,
,,,,,,,,,Pidilite,,,Pidilite,,,Pidilite,,,,,,,,,,,
,,,,,,,,,Pipavav,,,Pipavav,,,Pipavav,,,,,,,,,,,
,,,,,,,,,Piramal Enterprises,,,Piramal Enterprises,,,Piramal Enterprises,,,,,,,,,,,
,,,,,,,,,Platinum Support Services,,,Platinum Support Services,,,Platinum Support Services,,,,,,,,,,,
,,,,,,,,,Plintron,,,Plintron,,,Plintron,,,,,,,,,,,
,,,,,,,,,Polaris Consulting,,,Polaris Consulting,,,Polaris Consulting,,,,,,,,,,,
,,,,,,,,,Porteck Corporation,,,Porteck Corporation,,,Porteck Corporation,,,,,,,,,,,
,,,,,,,,,Practo Technologies,,,Practo Technologies,,,Practo Technologies,,,,,,,,,,,
,,,,,,,,,Pratibha Industries,,,Pratibha Industries,,,Pratibha Industries,,,,,,,,,,,
,,,,,,,,,Praxis i-Technologies,,,Praxis i-Technologies,,,Praxis i-Technologies,,,,,,,,,,,
,,,,,,,,,Prithvi Info Solutions,,,Prithvi Info Solutions,,,Prithvi Info Solutions,,,,,,,,,,,
,,,,,,,,,Progressive Digital Media,,,Progressive Digital Media,,,Progressive Digital Media,,,,,,,,,,,
,,,,,,,,,Progressive Infotech,,,Progressive Infotech,,,Progressive Infotech,,,,,,,,,,,
,,,,,,,,,Prokarma Softech,,,Prokarma Softech,,,Prokarma Softech,,,,,,,,,,,
,,,,,,,,,Punj Lloyd,,,Punj Lloyd,,,Punj Lloyd,,,,,,,,,,,
,,,,,,,,,PwC,,,PwC,,,PwC,,,,,,,,,,,
,,,,,,,,,PwC SDC Bangalore,,,PwC SDC Bangalore,,,PwC SDC Bangalore,,,,,,,,,,,
,,,,,,,,,PwC SDC Kolkata,,,PwC SDC Kolkata,,,PwC SDC Kolkata,,,,,,,,,,,
,,,,,,,,,Pyrotech Workspace,,,Pyrotech Workspace,,,Pyrotech Workspace,,,,,,,,,,,
,,,,,,,,,Q3 Technologies,,,Q3 Technologies,,,Q3 Technologies,,,,,,,,,,,
,,,,,,,,,Qatar Airways,,,Qatar Airways,,,Qatar Airways,,,,,,,,,,,
,,,,,,,,,Qlogic,,,Qlogic,,,Qlogic,,,,,,,,,,,
,,,,,,,,,QuEST Global,,,QuEST Global,,,QuEST Global,,,,,,,,,,,
,,,,,,,,,Qualcomm,,,Qualcomm,,,Qualcomm,,,,,,,,,,,
,,,,,,,,,Quality Group,,,Quality Group,,,Quality Group,,,,,,,,,,,
,,,,,,,,,Quick Heal,,,Quick Heal,,,Quick Heal,,,,,,,,,,,
,,,,,,,,,Quintiles,,,Quintiles,,,Quintiles,,,,,,,,,,,
,,,,,,,,,QuisLex Legal,,,QuisLex Legal,,,QuisLex Legal,,,,,,,,,,,
,,,,,,,,,Quota 4 Company,,,Quota 4 Company,,,Quota 4 Company,,,,,,,,,,,
,,,,,,,,,R K Swamy Hansa Group,,,R K Swamy Hansa Group,,,R K Swamy Hansa Group,,,,,,,,,,,
,,,,,,,,,R Systems,,,R Systems,,,R Systems,,,,,,,,,,,
,,,,,,,,,RBS India Development,,,RBS India Development,,,RBS India Development,,,,,,,,,,,
,,,,,,,,,RJ Corp,,,RJ Corp,,,RJ Corp,,,,,,,,,,,
,,,,,,,,,RMS Risk Mangement,,,RMS Risk Mangement,,,RMS Risk Mangement,,,,,,,,,,,
,,,,,,,,,RMSI,,,RMSI,,,RMSI,,,,,,,,,,,
,,,,,,,,,RR Donnelley,,,RR Donnelley,,,RR Donnelley,,,,,,,,,,,
,,,,,,,,,RSB Group,,,RSB Group,,,RSB Group,,,,,,,,,,,
,,,,,,,,,Radisson,,,Radisson,,,Radisson,,,,,,,,,,,
,,,,,,,,,Ranbaxy Laboratories,,,Ranbaxy Laboratories,,,Ranbaxy Laboratories,,,,,,,,,,,
,,,,,,,,,Raqmiyat,,,Raqmiyat,,,Raqmiyat,,,,,,,,,,,
,,,,,,,,,Ratnakar Bank,,,Ratnakar Bank,,,Ratnakar Bank,,,,,,,,,,,
,,,,,,,,,Redcentric Solutions,,,Redcentric Solutions,,,Redcentric Solutions,,,,,,,,,,,
,,,,,,,,,Reliance Capital,,,Reliance Capital,,,Reliance Capital,,,,,,,,,,,
,,,,,,,,,Reliance Comm.,,,Reliance Comm.,,,Reliance Comm.,,,,,,,,,,,
,,,,,,,,,Reliance Industries,,,Reliance Industries,,,Reliance Industries,,,,,,,,,,,
,,,,,,,,,Reliance Infra.,,,Reliance Infra.,,,Reliance Infra.,,,,,,,,,,,
,,,,,,,,,Reliance Power,,,Reliance Power,,,Reliance Power,,,,,,,,,,,
,,,,,,,,,Religare Services,,,Religare Services,,,Religare Services,,,,,,,,,,,
,,,,,,,,,Religare Technologies,,,Religare Technologies,,,Religare Technologies,,,,,,,,,,,
,,,,,,,,,Renault Nissan Tech,,,Renault Nissan Tech,,,Renault Nissan Tech,,,,,,,,,,,
,,,,,,,,,Replicon Software,,,Replicon Software,,,Replicon Software,,,,,,,,,,,
,,,,,,,,,Rockwell Automation,,,Rockwell Automation,,,Rockwell Automation,,,,,,,,,,,
,,,,,,,,,Rolta,,,Rolta,,,Rolta,,,,,,,,,,,
,,,,,,,,,Royal Enfield,,,Royal Enfield,,,Royal Enfield,,,,,,,,,,,
,,,,,,,,,SABMiller,,,SABMiller,,,SABMiller,,,,,,,,,,,
,,,,,,,,,SAP India,,,SAP India,,,SAP India,,,,,,,,,,,
,,,,,,,,,SAP Labs,,,SAP Labs,,,SAP Labs,,,,,,,,,,,
,,,,,,,,,SBI Life Insurance,,,SBI Life Insurance,,,SBI Life Insurance,,,,,,,,,,,
,,,,,,,,,SDG Software,,,SDG Software,,,SDG Software,,,,,,,,,,,
,,,,,,,,,SEL Manufacturing,,,SEL Manufacturing,,,SEL Manufacturing,,,,,,,,,,,
,,,,,,,,,SKP Group,,,SKP Group,,,SKP Group,,,,,,,,,,,
,,,,,,,,,SKP e-Solutions,,,SKP e-Solutions,,,SKP e-Solutions,,,,,,,,,,,
,,,,,,,,,SLK Software,,,SLK Software,,,SLK Software,,,,,,,,,,,
,,,,,,,,,SMC Global Securities,,,SMC Global Securities,,,SMC Global Securities,,,,,,,,,,,
,,,,,,,,,SMERA Ratings,,,SMERA Ratings,,,SMERA Ratings,,,,,,,,,,,
,,,,,,,,,SRL,,,SRL,,,SRL,,,,,,,,,,,
,,,,,,,,,SRM Technologies,,,SRM Technologies,,,SRM Technologies,,,,,,,,,,,
,,,,,,,,,Sabre,,,Sabre,,,Sabre,,,,,,,,,,,
,,,,,,,,,SafeNet Infotech,,,SafeNet Infotech,,,SafeNet Infotech,,,,,,,,,,,
,,,,,,,,,Safran Engineering,,,Safran Engineering,,,Safran Engineering,,,,,,,,,,,
,,,,,,,,,Sahara India Pariwar,,,Sahara India Pariwar,,,Sahara India Pariwar,,,,,,,,,,,
,,,,,,,,,Saipem,,,Saipem,,,Saipem,,,,,,,,,,,
,,,,,,,,,Samsung,,,Samsung,,,Samsung,,,,,,,,,,,
,,,,,,,,,Samsung Software Ops,,,Samsung Software Ops,,,Samsung Software Ops,,,,,,,,,,,
,,,,,,,,,Sandhar Technologies,,,Sandhar Technologies,,,Sandhar Technologies,,,,,,,,,,,
,,,,,,,,,Sandisk,,,Sandisk,,,Sandisk,,,,,,,,,,,
,,,,,,,,,Sandvik Asia,,,Sandvik Asia,,,Sandvik Asia,,,,,,,,,,,
,,,,,,,,,Sandvine Technologies,,,Sandvine Technologies,,,Sandvine Technologies,,,,,,,,,,,
,,,,,,,,,Sandy Machinery Tools,,,Sandy Machinery Tools,,,Sandy Machinery Tools,,,,,,,,,,,
,,,,,,,,,Sapient Consulting,,,Sapient Consulting,,,Sapient Consulting,,,,,,,,,,,
,,,,,,,,,Sasken Communication,,,Sasken Communication,,,Sasken Communication,,,,,,,,,,,
,,,,,,,,,Satyam BPO,,,Satyam BPO,,,Satyam BPO,,,,,,,,,,,
,,,,,,,,,Saxo IT,,,Saxo IT,,,Saxo IT,,,,,,,,,,,
,,,,,,,,,Schindler,,,Schindler,,,Schindler,,,,,,,,,,,
,,,,,,,,,Schneider Electric,,,Schneider Electric,,,Schneider Electric,,,,,,,,,,,
,,,,,,,,,Schwing Stetter,,,Schwing Stetter,,,Schwing Stetter,,,,,,,,,,,
,,,,,,,,,Scientific Publishing,,,Scientific Publishing,,,Scientific Publishing,,,,,,,,,,,
,,,,,,,,,Seclore Technology,,,Seclore Technology,,,Seclore Technology,,,,,,,,,,,
,,,,,,,,,Secure Meters,,,Secure Meters,,,Secure Meters,,,,,,,,,,,
,,,,,,,,,Serendipity,,,Serendipity,,,Serendipity,,,,,,,,,,,
,,,,,,,,,Shahi Exports,,,Shahi Exports,,,Shahi Exports,,,,,,,,,,,
,,,,,,,,,Shapoorji Pallonji,,,Shapoorji Pallonji,,,Shapoorji Pallonji,,,,,,,,,,,
,,,,,,,,,Sharekhan,,,Sharekhan,,,Sharekhan,,,,,,,,,,,
,,,,,,,,,Shell India Markets,,,Shell India Markets,,,Shell India Markets,,,,,,,,,,,
,,,,,,,,,Shell Infotech,,,Shell Infotech,,,Shell Infotech,,,,,,,,,,,
,,,,,,,,,Shell Services Centre,,,Shell Services Centre,,,Shell Services Centre,,,,,,,,,,,
,,,,,,,,,Shoppers Stop,,,Shoppers Stop,,,Shoppers Stop,,,,,,,,,,,
,,,,,,,,,Shree Cement,,,Shree Cement,,,Shree Cement,,,,,,,,,,,
,,,,,,,,,Shree Shubham Logistics,,,Shree Shubham Logistics,,,Shree Shubham Logistics,,,,,,,,,,,
,,,,,,,,,Shreyas Technologies,,,Shreyas Technologies,,,Shreyas Technologies,,,,,,,,,,,
,,,,,,,,,Siemens,,,Siemens,,,Siemens,,,,,,,,,,,
,,,,,,,,,Siemens Industry Software,,,Siemens Industry Software,,,Siemens Industry Software,,,,,,,,,,,
,,,,,,,,,Sierra-Cedar,,,Sierra-Cedar,,,Sierra-Cedar,,,,,,,,,,,
,,,,,,,,,Sify,,,Sify,,,Sify,,,,,,,,,,,
,,,,,,,,,Silver Atena,,,Silver Atena,,,Silver Atena,,,,,,,,,,,
,,,,,,,,,Simplex Infrastructure,,,Simplex Infrastructure,,,Simplex Infrastructure,,,,,,,,,,,
,,,,,,,,,Simplex Infrastructures,,,Simplex Infrastructures,,,Simplex Infrastructures,,,,,,,,,,,
,,,,,,,,,Simplilearn,,,Simplilearn,,,Simplilearn,,,,,,,,,,,
,,,,,,,,,Sitel,,,Sitel,,,Sitel,,,,,,,,,,,
,,,,,,,,,Siti Cable Network,,,Siti Cable Network,,,Siti Cable Network,,,,,,,,,,,
,,,,,,,,,Siyaram,,,Siyaram,,,Siyaram,,,,,,,,,,,
,,,,,,,,,Smart Value Products,,,Smart Value Products,,,Smart Value Products,,,,,,,,,,,
,,,,,,,,,SmartPlay Technologies,,,SmartPlay Technologies,,,SmartPlay Technologies,,,,,,,,,,,
,,,,,,,,,Snapdeal,,,Snapdeal,,,Snapdeal,,,,,,,,,,,
,,,,,,,,,Sobha Developers,,,Sobha Developers,,,Sobha Developers,,,,,,,,,,,
,,,,,,,,,Societe Generale Global,,,Societe Generale Global,,,Societe Generale Global,,,,,,,,,,,
,,,,,,,,,Sodexo Food Solutions,,,Sodexo Food Solutions,,,Sodexo Food Solutions,,,,,,,,,,,
,,,,,,,,,Sofomation,,,Sofomation,,,Sofomation,,,,,,,,,,,
,,,,,,,,,Software AG,,,Software AG,,,Software AG,,,,,,,,,,,
,,,,,,,,,Software Paradigms,,,Software Paradigms,,,Software Paradigms,,,,,,,,,,,
,,,,,,,,,Sonata Software,,,Sonata Software,,,Sonata Software,,,,,,,,,,,
,,,,,,,,,Sony,,,Sony,,,Sony,,,,,,,,,,,
,,,,,,,,,Sopra Group,,,Sopra Group,,,Sopra Group,,,,,,,,,,,
,,,,,,,,,SourceHOV,,,SourceHOV,,,SourceHOV,,,,,,,,,,,
,,,,,,,,,South Eastern Roadways,,,South Eastern Roadways,,,South Eastern Roadways,,,,,,,,,,,
,,,,,,,,,Span Systems,,,Span Systems,,,Span Systems,,,,,,,,,,,
,,,,,,,,,Sparsh BPO,,,Sparsh BPO,,,Sparsh BPO,,,,,,,,,,,
